element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,player_id
355,9,17,0,False,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,11845,0,0,355
356,9,17,2,False,2026-08-23T15:30:00Z,2,2,1,False,90,0,0,0,2,0,0,0,1,0,0,0,8,25.6,1.6,24.0,5.1,9,6,2,11,1,0.25,0.01,0.26,1.58,65,0,1670280,0,0,356
357,9,17,0,False,2026-08-23T15:30:00Z,2,2,1,False,90,0,0,0,2,0,0,0,1,0,0,0,3,13.6,37.8,10.0,6.1,1,3,1,2,1,0.01,0.09,0.10,1.58,55,0,302241,0,0,357
358,9,17,0,False,2026-08-23T15:30:00Z,2,2,1,False,90,0,0,0,2,0,0,0,1,0,0,0,3,18.0,13.8,12.0,4.4,4,3,3,7,1,0.02,0.02,0.04,1.58,55,0,332539,0,0,358
359,9,17,0,False,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,1714,0,0,359
360,9,17,0,False,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,957,0,0,360
361,9,17,0,False,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,10838,0,0,361
362,9,17,1,False,2026-08-23T15:30:00Z,2,2,1,False,69,0,0,0,2,0,0,0,0,0,0,0,9,12.4,11.9,0.0,2.4,2,3,1,3,1,0.00,0.02,0.02,1.04,50,0,205604,0,0,362
363,9,17,0,False,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,4082,0,0,363
364,9,17,0,False,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,6683,0,0,364
365,9,17,0,False,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,19328,0,0,365
366,9,17,2,False,2026-08-23T15:30:00Z,2,2,1,False,62,0,0,0,2,0,0,0,0,0,0,0,16,9.8,17.9,29.0,5.7,0,4,1,5,1,0.26,0.04,0.30,0.51,75,0,1122658,0,0,366
367,9,17,12,False,2026-08-23T15:30:00Z,2,2,1,False,90,1,0,0,2,0,0,0,0,0,0,3,33,44.0,34.0,37.0,11.5,4,5,3,12,1,0.30,0.15,0.45,1.58,70,0,310403,0,0,367
368,9,17,8,False,2026-08-23T15:30:00Z,2,2,1,False,90,1,0,0,2,0,0,0,0,0,0,1,29,50.4,47.1,21.0,11.9,2,4,1,7,1,0.85,0.27,1.12,1.58,70,0,3733259,0,0,368
369,9,17,2,False,2026-08-23T15:30:00Z,2,2,1,False,62,0,0,0,2,0,0,0,0,0,0,0,9,2.4,6.0,5.0,1.3,0,2,1,3,1,0.04,0.02,0.06,0.51,60,0,104767,0,0,369
370,9,17,0,False,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,11756,0,0,370
371,9,17,5,False,2026-08-23T15:30:00Z,2,2,1,False,77,0,1,0,2,0,0,0,0,0,0,0,26,24.4,16.0,4.0,4.4,2,8,1,11,1,0.06,0.05,0.11,1.10,60,0,172067,0,0,371
372,9,17,1,False,2026-08-23T15:30:00Z,2,2,1,False,27,0,0,0,0,0,0,0,0,0,0,0,9,5.8,1.4,0.0,0.7,0,1,2,3,0,0.00,0.01,0.01,1.07,55,0,151941,0,0,372
373,9,17,0,False,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,4822,0,0,373
374,9,17,0,False,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,5090,0,0,374
375,9,17,0,False,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,3729,0,0,375
376,9,17,0,False,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,157,0,0,376
377,9,17,4,False,2026-08-23T15:30:00Z,2,2,1,False,27,0,1,0,0,0,0,0,0,0,0,0,15,4.0,8.9,14.0,2.7,0,0,0,0,0,0.10,0.04,0.14,1.07,65,0,48042,0,0,377
378,9,17,0,False,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,24189,0,0,378
379,9,17,2,False,2026-08-23T15:30:00Z,2,2,1,False,90,0,0,0,2,0,0,0,0,0,0,0,6,11.4,14.6,66.0,9.2,1,0,0,1,1,1.09,0.01,1.10,1.58,90,0,1493302,0,0,379
380,9,17,0,False,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,75,0,14410,0,0,380
381,9,17,1,False,2026-08-23T15:30:00Z,2,2,1,False,12,0,0,0,0,0,0,0,0,0,0,0,4,1.2,0.5,7.0,0.9,0,1,0,1,0,0.03,0.00,0.03,0.48,50,0,1626,0,0,381
382,9,17,0,False,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,3221,0,0,382
383,9,17,0,False,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,6399,0,0,383
579,9,17,1,False,2026-08-23T15:30:00Z,2,2,1,False,20,0,0,0,0,0,0,0,0,0,0,0,3,13.2,1.2,0.0,1.4,3,1,1,4,0,0.00,0.03,0.03,0.54,55,0,211388,0,0,579
238,8,3,1,True,2026-08-23T13:00:00Z,2,1,1,False,8,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0.6,0.0,0.2,0,0,1,1,0,0.00,0.00,0.00,0.00,65,0,16005,0,0,238
384,8,3,3,True,2026-08-23T13:00:00Z,2,1,1,False,90,0,0,0,1,0,0,0,0,0,3,0,12,26.8,0.0,0.0,2.7,1,4,0,0,1,0.00,0.00,0.00,0.65,55,0,722204,0,0,384
386,8,3,0,True,2026-08-23T13:00:00Z,2,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,2479,0,0,386
387,8,3,2,True,2026-08-23T13:00:00Z,2,1,1,False,62,0,0,0,1,0,0,0,0,0,0,0,5,8.8,30.4,11.0,5.0,1,5,1,2,1,0.07,0.41,0.48,0.55,65,0,1877660,0,0,387
388,8,3,10,True,2026-08-23T13:00:00Z,2,1,1,False,90,1,0,0,1,0,0,0,0,0,0,2,31,43.6,17.5,28.0,8.9,1,4,3,4,1,0.89,0.32,1.21,0.65,60,0,1521853,0,0,388
389,8,3,1,True,2026-08-23T13:00:00Z,2,1,1,False,33,0,0,0,0,0,0,0,0,0,0,0,4,3.8,1.5,4.0,0.9,1,2,0,1,0,0.00,0.04,0.04,0.10,60,0,123928,0,0,389
390,8,3,2,True,2026-08-23T13:00:00Z,2,1,1,False,90,0,0,0,1,0,0,0,0,0,0,0,11,24.4,17.9,2.0,4.4,6,8,0,6,1,0.00,0.14,0.14,0.65,55,0,148709,0,0,390
391,8,3,9,True,2026-08-23T13:00:00Z,2,1,1,False,90,1,0,0,1,0,0,0,0,0,0,1,28,47.6,13.3,17.0,7.8,5,5,2,7,1,0.19,0.05,0.24,0.65,55,0,980214,0,0,391
392,8,3,0,True,2026-08-23T13:00:00Z,2,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,79425,0,0,392
393,8,3,2,True,2026-08-23T13:00:00Z,2,1,1,False,90,0,0,0,1,0,0,0,0,0,0,0,14,17.0,3.4,0.0,2.0,2,6,2,4,1,0.00,0.02,0.02,0.65,55,0,147622,0,0,393
395,8,3,1,True,2026-08-23T13:00:00Z,2,1,1,False,56,0,0,0,1,0,0,0,0,0,0,0,-1,3.8,3.8,39.0,4.7,2,0,0,2,1,0.17,0.02,0.19,0.55,45,0,18491,0,0,395
396,8,3,0,True,2026-08-23T13:00:00Z,2,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,1856,0,0,396
397,8,3,2,True,2026-08-23T13:00:00Z,2,1,1,False,90,0,0,0,1,0,0,0,0,0,0,0,16,5.8,8.9,31.0,4.6,0,4,1,5,1,0.06,0.02,0.08,0.65,85,0,2354040,0,0,397
398,8,3,1,True,2026-08-23T13:00:00Z,2,1,1,False,81,0,0,0,1,0,0,0,1,0,0,0,15,10.4,49.6,15.0,7.5,0,3,3,6,1,0.12,0.40,0.52,0.65,70,0,387178,0,0,398
399,8,3,8,True,2026-08-23T13:00:00Z,2,1,1,False,27,0,2,0,0,0,0,0,0,0,0,1,28,39.2,48.8,4.0,9.2,0,0,0,0,0,0.00,0.50,0.50,0.10,75,0,679336,0,0,399
400,8,3,0,True,2026-08-23T13:00:00Z,2,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,75,0,191182,0,0,400
401,8,3,0,True,2026-08-23T13:00:00Z,2,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,70,0,80421,0,0,401
405,8,3,0,True,2026-08-23T13:00:00Z,2,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,11878,0,0,405
406,8,3,1,True,2026-08-23T13:00:00Z,2,1,1,False,27,0,0,0,0,0,0,0,0,0,0,0,3,2.2,2.1,0.0,0.4,0,2,0,2,0,0.00,0.01,0.01,0.10,55,0,6303,0,0,406
407,8,3,0,True,2026-08-23T13:00:00Z,2,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,1572,0,0,407
409,8,3,0,True,2026-08-23T13:00:00Z,2,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,16621,0,0,409
410,8,3,0,True,2026-08-23T13:00:00Z,2,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,1505,0,0,410
411,8,3,2,True,2026-08-23T13:00:00Z,2,1,1,False,90,0,0,0,1,0,0,0,0,0,0,0,6,3.8,5.2,50.0,5.9,0,3,0,3,1,0.74,0.02,0.76,0.65,155,0,6209794,0,0,411
481,8,3,2,True,2026-08-23T13:00:00Z,2,1,1,False,62,0,0,0,1,0,0,0,0,0,0,0,14,7.2,20.8,0.0,2.8,1,3,2,6,1,0.00,0.25,0.25,0.55,65,0,707651,0,0,481
587,8,3,0,True,2026-08-23T13:00:00Z,2,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,1589,0,0,587
43,4,11,2,False,2026-08-22T11:30:00Z,2,0,1,False,66,0,0,0,2,0,0,0,0,0,0,0,13,5.0,11.3,4.0,2.0,0,5,0,5,1,0.04,0.11,0.15,0.94,60,0,224637,0,0,43
162,4,11,2,False,2026-08-22T11:30:00Z,2,0,1,False,66,0,0,0,2,0,0,0,0,0,0,0,17,11.4,4.2,2.0,1.8,3,5,1,9,1,0.00,0.23,0.23,0.94,50,0,93940,0,0,162
325,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,3043,0,0,325
412,4,11,1,False,2026-08-22T11:30:00Z,2,0,1,False,90,0,0,0,2,0,0,0,0,0,2,0,7,20.2,0.0,0.0,2.0,2,8,0,0,1,0.00,0.00,0.00,1.01,50,0,1497029,0,0,412
414,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,9078,0,0,414
415,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,45,0,0,0,2,0,0,0,1,0,0,0,-11,0.0,1.2,16.0,0.7,1,0,0,1,1,0.47,0.03,0.50,0.92,60,0,121744,0,0,415
416,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,2274,0,0,416
417,4,11,1,False,2026-08-22T11:30:00Z,2,0,1,False,10,0,0,0,0,0,0,0,0,0,0,0,6,7.6,11.3,0.0,1.9,1,1,2,3,0,0.00,0.00,0.00,0.00,50,0,246316,0,0,417
418,4,11,1,False,2026-08-22T11:30:00Z,2,0,1,False,90,0,0,0,2,0,0,0,0,0,0,0,15,25.4,28.6,19.0,7.3,4,5,0,4,1,0.04,0.40,0.44,1.01,50,0,1650905,0,0,418
419,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,115360,0,0,419
420,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,62047,0,0,420
421,4,11,1,False,2026-08-22T11:30:00Z,2,0,1,False,90,0,0,0,2,0,0,0,0,0,0,0,5,6.8,2.6,11.0,2.0,1,4,1,2,1,0.12,0.04,0.16,1.01,45,0,33647,0,0,421
422,4,11,1,False,2026-08-22T11:30:00Z,2,0,1,False,79,0,0,0,2,0,0,0,0,0,0,0,8,17.4,29.4,9.0,5.6,4,3,1,5,1,0.22,0.05,0.27,1.01,45,0,56217,0,0,422
423,4,11,1,False,2026-08-22T11:30:00Z,2,0,1,False,90,0,0,0,2,0,0,0,0,0,0,0,13,25.2,59.2,6.0,9.0,3,3,1,4,1,0.00,0.26,0.26,1.01,45,0,1947696,0,0,423
424,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,18310,0,0,424
426,4,11,2,False,2026-08-22T11:30:00Z,2,0,1,False,90,0,0,0,2,0,0,0,0,0,0,0,18,20.2,55.4,17.0,9.3,1,5,0,6,1,0.08,0.26,0.34,1.01,120,0,4653303,0,0,426
427,4,11,2,False,2026-08-22T11:30:00Z,2,0,1,False,90,0,0,0,2,0,0,0,0,0,0,0,12,9.6,28.1,49.0,8.7,0,4,0,4,1,0.50,0.23,0.73,1.01,80,0,3492739,0,0,427
428,4,11,2,False,2026-08-22T11:30:00Z,2,0,1,False,79,0,0,0,2,0,0,0,0,0,0,0,14,5.4,28.2,35.0,6.9,0,3,0,3,1,0.24,0.21,0.45,1.01,80,0,901042,0,0,428
429,4,11,1,False,2026-08-22T11:30:00Z,2,0,1,False,45,0,0,0,0,0,0,0,0,0,0,0,9,11.6,48.6,4.0,6.4,0,1,0,1,0,0.00,0.10,0.10,0.09,70,0,134653,0,0,429
430,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,3202,0,0,430
431,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,0,145627,0,0,431
432,4,11,1,False,2026-08-22T11:30:00Z,2,0,1,False,23,0,0,0,0,0,0,0,0,0,0,0,7,2.8,2.5,2.0,0.7,0,1,0,1,0,0.07,0.01,0.08,0.07,55,0,89014,0,0,432
433,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,333,0,0,433
434,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,1008,0,0,434
435,4,11,1,False,2026-08-22T11:30:00Z,2,0,1,False,10,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.6,0.0,0.1,0,1,0,1,0,0.00,0.00,0.00,0.00,50,0,4147,0,0,435
436,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,1568,0,0,436
437,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,16079,0,0,437
438,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,31336,0,0,438
439,4,11,1,False,2026-08-22T11:30:00Z,2,0,1,False,23,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.5,9.0,0.9,0,0,0,0,0,0.04,0.00,0.04,0.07,70,0,114788,0,0,439
440,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,56060,0,0,440
441,4,11,0,False,2026-08-22T11:30:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,100521,0,0,441
442,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,113822,0,0,442
443,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,2989,0,0,443
444,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,2666,0,0,444
445,9,14,3,True,2026-08-23T15:30:00Z,2,2,1,False,90,0,0,0,2,0,0,0,0,0,0,0,0,37.8,0.2,0.0,3.8,15,2,0,15,1,0.00,0.00,0.00,2.98,50,0,146838,0,0,445
446,9,14,1,True,2026-08-23T15:30:00Z,2,2,1,False,1,0,0,0,1,0,0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.79,50,0,20496,0,0,446
447,9,14,3,True,2026-08-23T15:30:00Z,2,2,1,False,90,0,0,0,2,0,0,0,0,0,0,0,4,32.4,0.3,0.0,3.3,10,2,0,10,1,0.00,0.01,0.01,2.98,50,0,34765,0,0,447
448,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,213973,0,0,448
449,9,14,3,True,2026-08-23T15:30:00Z,2,2,1,False,90,0,0,0,2,0,0,0,0,0,0,0,8,22.0,15.2,0.0,3.7,6,8,5,11,1,0.00,0.35,0.35,2.98,50,0,310247,0,0,449
450,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,4326,0,0,450
453,9,14,2,True,2026-08-23T15:30:00Z,2,2,1,False,90,0,0,0,2,0,0,0,0,0,0,0,12,5.2,2.4,9.0,1.7,3,4,1,8,1,0.07,0.02,0.09,2.98,60,0,95531,0,0,453
454,9,14,9,True,2026-08-23T15:30:00Z,2,2,1,False,75,1,0,0,1,0,0,0,0,0,0,2,31,37.4,3.5,28.0,6.9,1,1,0,2,1,0.22,0.01,0.23,1.94,60,0,64591,0,0,454
456,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,34,0,0,0,1,0,0,0,1,0,0,0,1,7.8,1.3,4.0,1.3,3,1,2,6,0,0.06,0.01,0.07,1.50,50,0,34032,0,0,456
457,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,14,0,0,0,1,0,0,0,1,0,0,0,-1,0.0,0.1,2.0,0.1,1,1,0,2,0,0.00,0.00,0.00,1.04,60,0,14816,0,0,457
458,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,3620,0,0,458
459,9,14,3,True,2026-08-23T15:30:00Z,2,2,1,False,75,0,0,0,1,0,0,0,1,0,0,0,13,15.6,21.4,3.0,4.0,6,6,1,13,1,0.05,0.01,0.06,1.94,55,0,4093,0,0,459
460,9,14,6,True,2026-08-23T15:30:00Z,2,2,1,False,34,1,0,0,1,0,0,0,0,0,0,0,28,38.4,13.9,9.0,6.1,0,1,2,3,0,0.09,0.17,0.26,1.50,50,0,10181,0,0,460
461,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,0,22780,0,0,461
462,9,14,1,True,2026-08-23T15:30:00Z,2,2,1,False,55,0,0,0,1,0,0,0,0,0,0,0,3,0.4,1.2,0.0,0.2,0,2,0,2,1,0.00,0.00,0.00,1.48,50,0,9830,0,0,462
463,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,0,151424,0,0,463
464,9,14,4,True,2026-08-23T15:30:00Z,2,2,1,False,90,0,1,0,1,0,0,0,1,0,0,0,7,20.0,16.3,28.0,6.4,1,3,4,8,1,1.00,0.02,1.02,2.19,60,0,142989,0,0,464
465,9,14,4,True,2026-08-23T15:30:00Z,2,2,1,False,55,0,1,0,1,0,0,0,0,0,0,0,18,28.2,13.7,8.0,5.0,2,2,1,5,1,0.06,0.14,0.20,1.48,60,0,83021,0,0,465
466,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,66588,0,0,466
559,9,14,1,True,2026-08-23T15:30:00Z,2,2,1,False,14,0,0,0,1,0,0,0,0,0,0,0,5,4.0,0.0,0.0,0.4,1,0,1,2,0,0.00,0.00,0.00,1.04,50,0,12608,0,0,559
567,9,14,1,True,2026-08-23T15:30:00Z,2,2,1,False,90,0,0,0,2,0,0,0,1,0,5,0,12,41.2,0.0,0.0,4.1,3,5,0,0,1,0.00,0.00,0.00,2.98,50,0,55382,0,0,567
593,9,14,1,True,2026-08-23T15:30:00Z,2,2,1,False,90,0,0,0,2,0,0,0,0,0,0,0,-1,16.4,1.2,5.0,2.3,7,2,2,9,1,0.03,0.00,0.03,2.98,45,0,20712,0,0,593
609,9,14,0,True,2026-08-23T15:30:00Z,2,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,0,0,0,609
467,6,13,2,True,2026-08-22T14:00:00Z,0,1,1,False,90,0,0,0,1,0,0,0,0,0,2,0,11,14.2,0.0,0.0,1.4,0,9,0,0,1,0.00,0.00,0.00,0.47,50,0,140711,0,0,467
468,6,13,0,True,2026-08-22T14:00:00Z,0,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,5970,0,0,468
469,6,13,2,True,2026-08-22T14:00:00Z,0,1,1,False,90,0,0,0,1,0,0,0,0,0,0,0,13,15.2,5.8,6.0,2.7,3,10,3,6,1,0.00,0.02,0.02,0.47,50,0,924685,0,0,469
470,6,13,0,True,2026-08-22T14:00:00Z,0,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,4345,0,0,470
471,6,13,2,True,2026-08-22T14:00:00Z,0,1,1,False,90,0,0,0,1,0,0,0,0,0,0,0,4,7.6,0.6,14.0,2.2,7,6,0,7,1,0.11,0.02,0.13,0.47,55,0,173511,0,0,471
472,6,13,4,True,2026-08-22T14:00:00Z,0,1,1,False,90,0,0,0,1,0,0,0,0,0,0,0,15,32.2,25.9,0.0,5.8,12,3,2,14,1,0.00,0.28,0.28,0.47,55,0,134909,0,0,472
473,6,13,5,True,2026-08-22T14:00:00Z,0,1,1,False,73,0,0,1,0,0,0,0,1,0,0,0,24,16.0,35.6,11.0,6.3,2,4,0,2,1,0.04,0.17,0.21,0.34,45,0,328883,0,0,473
474,6,13,1,True,2026-08-22T14:00:00Z,0,1,1,False,90,0,0,0,1,0,0,0,1,0,0,0,5,20.8,1.3,0.0,2.2,7,0,1,8,1,0.00,0.00,0.00,0.47,45,0,19663,0,0,474
